Dates,NoDur,Durbl,Manuf,Enrgy,HiTec,Telcm,Shops,Hlth ,Utils,Other
200407,229,106,546,145,992,125,467,552,112,1449
200408,228,106,544,145,984,123,460,549,112,1442
200409,226,106,541,144,983,123,459,549,112,1430
200410,225,105,538,144,975,122,455,548,112,1418
200411,225,104,535,144,967,120,451,547,112,1407
200412,222,103,532,144,961,119,450,544,110,1395
200501,222,103,525,144,957,119,449,541,110,1375
200502,220,102,523,144,952,118,448,540,110,1363
200503,219,100,516,143,950,117,444,539,110,1355
200504,217,99,513,142,944,116,441,537,110,1347
200505,216,98,510,141,935,115,438,534,110,1336
200506,214,98,508,140,924,113,437,532,110,1330
200507,222,102,526,155,974,131,463,570,114,1425
200508,219,99,523,153,964,127,460,566,114,1416
200509,219,99,520,153,955,127,456,561,114,1409
200510,214,98,515,152,946,126,451,556,114,1404
200511,213,98,515,152,938,122,447,550,113,1398
200512,211,97,511,150,933,121,442,547,113,1385
200601,208,96,510,149,921,120,441,541,113,1374
200602,208,96,507,149,909,117,434,537,113,1369
200603,207,95,507,149,903,115,430,533,113,1360
200604,207,94,504,148,896,115,428,526,112,1353
200605,205,94,503,147,888,113,425,522,111,1345
200606,203,94,500,147,882,112,421,520,111,1338
200607,218,107,520,169,917,123,439,574,114,1439
200608,217,107,519,168,909,122,437,573,113,1432
200609,217,106,516,168,905,121,432,572,113,1426
200610,216,105,512,167,894,120,430,571,113,1417
200611,215,103,510,167,891,118,424,563,113,1406
200612,213,103,504,166,882,116,423,558,113,1396
200701,211,102,500,165,872,113,420,551,113,1382
200702,211,100,497,165,863,113,418,549,112,1371
200703,209,100,495,163,855,111,415,547,112,1365
200704,209,99,486,163,846,110,413,540,111,1352
200705,206,99,483,163,836,110,410,539,110,1344
200706,204,99,477,160,828,110,406,535,109,1336
200707,208,103,505,176,882,123,419,579,110,1443
200708,204,102,503,176,873,122,416,573,109,1428
200709,203,102,501,176,862,121,412,570,109,1420
200710,203,101,499,176,851,121,405,566,108,1404
200711,202,100,496,175,845,117,397,558,107,1394
200712,199,99,491,175,835,117,394,555,107,1382
200801,199,98,490,175,828,116,393,550,106,1375
200802,198,98,486,173,825,114,392,546,106,1363
200803,198,98,484,170,819,113,389,540,106,1351
200804,197,97,480,169,814,112,385,533,106,1341
200805,195,97,477,168,805,111,380,524,106,1332
200806,195,97,475,168,799,111,379,521,106,1322
200807,204,105,502,185,842,114,384,554,106,1397
200808,203,105,499,183,831,113,380,549,106,1392
200809,201,105,497,183,819,112,377,544,105,1383
200810,199,105,495,183,810,111,371,537,105,1371
200811,194,104,492,180,802,110,369,535,105,1357
200812,193,104,490,179,796,109,367,527,104,1346
200901,191,103,487,179,793,108,364,519,104,1334
200902,190,100,484,179,787,108,363,514,103,1323
200903,190,98,477,177,782,107,362,506,103,1311
200904,189,97,470,176,773,106,360,503,103,1299
200905,189,95,467,174,769,106,360,495,103,1291
200906,188,93,465,174,759,103,359,488,103,1281
200907,189,95,472,177,760,107,360,498,104,1300
200908,188,94,470,176,755,107,358,494,104,1290
200909,187,93,469,176,755,106,357,489,104,1279
200910,187,93,468,175,748,105,355,484,103,1268
200911,187,92,464,172,744,100,350,479,103,1258
200912,185,92,461,172,740,98,349,474,103,1245
201001,185,92,461,172,734,97,346,469,103,1232
201002,184,92,458,172,727,95,345,466,103,1221
201003,180,92,456,169,724,95,343,460,103,1215
201004,180,92,454,168,713,95,343,460,103,1203
201005,179,92,452,167,711,94,341,459,103,1195
201006,179,92,451,165,711,93,340,457,103,1187
201007,184,95,475,177,735,100,351,480,104,1219
201008,184,95,473,177,729,99,348,477,104,1217
201009,183,94,470,174,724,99,348,474,103,1214
201010,183,94,470,173,713,98,346,469,103,1206
201011,182,93,466,172,706,98,345,464,103,1197
201012,181,93,462,169,696,98,344,457,101,1185
201101,181,92,458,169,691,98,343,454,101,1176
201102,181,91,457,167,684,98,342,450,99,1174
201103,179,88,453,167,681,96,340,447,99,1168
201104,177,88,452,166,671,95,338,442,99,1156
201105,176,88,449,166,665,95,335,440,99,1148
201106,174,88,448,162,658,94,332,430,98,1138
201107,173,96,460,171,693,101,339,459,100,1174
201108,172,96,459,170,688,101,339,457,100,1172
201109,171,96,458,168,685,99,339,455,99,1167
201110,170,96,456,168,679,99,338,451,99,1160
201111,169,95,452,167,672,99,336,448,98,1151
201112,166,95,448,164,669,98,335,446,97,1143
201201,166,95,446,163,662,97,333,444,96,1135
201202,166,95,445,162,655,97,331,440,96,1130
201203,166,95,443,161,651,97,330,437,94,1125
201204,165,95,442,161,648,97,328,433,93,1119
201205,165,94,440,160,645,97,327,432,92,1109
201206,162,94,438,159,644,97,324,428,91,1102
201207,166,97,439,173,679,102,334,448,90,1131
201208,166,96,438,170,672,102,332,439,90,1129
201209,164,96,436,170,670,102,330,435,90,1119
201210,163,95,433,166,665,102,326,434,90,1110
201211,163,95,431,165,659,100,325,433,90,1105
201212,163,94,426,164,650,99,325,428,89,1098
201301,161,94,425,164,649,98,322,426,89,1096
201302,158,94,424,164,647,97,319,425,89,1090
201303,158,93,423,164,642,97,319,421,89,1084
201304,158,92,421,162,634,97,316,420,89,1078
201305,156,92,419,160,631,96,314,419,89,1072
201306,153,92,419,159,627,95,312,415,88,1066
201307,157,93,427,163,661,96,327,457,88,1107
201308,155,92,425,162,656,95,327,455,88,1105
201309,154,91,424,161,651,94,327,454,88,1101
201310,153,90,421,160,647,94,325,448,88,1099
201311,151,89,420,159,640,94,318,447,88,1094
201312,151,89,420,158,636,92,317,446,87,1090
201401,151,89,420,158,633,92,315,441,87,1086
201402,149,89,413,158,629,92,313,438,87,1080
201403,149,88,411,156,629,91,313,437,87,1077
201404,148,88,410,155,626,90,312,436,87,1073
201405,147,88,407,155,625,90,311,434,87,1068
201406,146,88,407,154,621,89,311,433,87,1064
201407,152,90,419,171,676,92,328,536,89,1121
201408,151,90,419,171,675,92,325,534,88,1116
201409,150,90,419,170,673,91,325,531,88,1111
201410,149,89,419,168,668,90,323,530,88,1107
201411,149,88,418,167,666,89,322,525,88,1101
201412,149,87,417,166,659,88,319,524,88,1094
201501,148,87,416,165,653,88,317,521,88,1090
201502,148,87,413,164,648,88,313,518,88,1085
201503,147,87,412,162,644,88,311,515,88,1078
201504,147,86,412,162,640,87,311,512,88,1071
201505,147,84,412,161,635,87,311,508,88,1070
201506,145,84,410,160,630,87,311,507,87,1064
201507,144,84,421,161,669,87,325,598,89,1127
201508,144,83,419,160,666,87,321,596,89,1124
201509,143,83,413,158,663,87,321,594,89,1120
201510,142,82,411,156,654,87,320,589,89,1109
201511,142,82,410,155,650,87,320,586,89,1103
201512,142,82,408,154,647,84,318,583,88,1093
201601,141,82,405,146,642,84,316,581,88,1085
201602,140,82,403,145,635,84,315,577,88,1077
201603,139,82,401,143,632,84,315,577,87,1068
201604,137,81,397,142,629,84,312,576,86,1066
201605,136,81,396,139,623,80,309,571,86,1057
201606,136,80,395,138,619,79,309,569,86,1052
201607,141,84,402,136,637,83,314,621,85,1102
201608,139,83,401,136,631,83,314,615,85,1092
201609,139,83,398,134,624,82,312,610,84,1083
201610,137,82,398,134,618,82,311,605,82,1080
201611,137,81,397,133,607,82,311,601,82,1077
201612,137,81,396,133,602,80,309,598,81,1068
201701,137,80,394,133,599,78,309,597,80,1066
201702,137,80,393,133,594,77,307,592,79,1061
201703,137,79,392,132,591,77,304,587,79,1056
201704,136,78,388,130,586,77,304,584,79,1049
201705,135,78,386,129,583,77,303,582,79,1040
201706,134,77,384,128,579,77,301,580,79,1030
201707,138,80,396,147,611,80,309,621,81,1098
201708,138,80,396,146,604,79,308,618,80,1096
201709,137,80,392,146,597,79,304,616,79,1091
201710,137,80,391,145,590,78,304,610,79,1079
201711,137,80,390,143,585,75,302,606,79,1069
201712,134,80,390,141,582,75,300,601,79,1059
201801,132,80,390,141,580,74,298,601,79,1054
201802,132,80,387,141,576,73,297,595,79,1049
201803,130,79,385,141,575,71,296,592,79,1046
201804,128,79,385,138,572,71,294,588,78,1039
201805,128,79,384,137,568,71,293,587,78,1037
201806,126,79,382,137,566,70,292,585,77,1032
201807,134,84,391,147,608,69,294,649,77,1087
201808,134,84,390,147,603,69,294,646,77,1082
201809,134,84,390,146,601,69,293,644,77,1079
201810,132,84,388,144,597,69,290,641,77,1071
201811,131,84,384,143,594,69,288,638,76,1064
201812,131,83,383,142,586,69,286,635,76,1060
201901,131,83,383,141,581,69,284,633,75,1052
201902,131,83,383,138,573,69,284,631,74,1049
201903,130,83,383,136,568,67,282,628,74,1044
201904,130,83,380,135,565,66,279,624,74,1038
201905,130,82,379,133,564,66,278,624,74,1034
201906,130,82,378,133,562,66,276,621,74,1033
201907,134,85,381,140,587,70,285,685,75,1072
201908,134,84,380,138,582,70,283,684,75,1066
201909,133,83,379,137,578,69,281,683,75,1057
201910,132,83,377,135,573,69,279,681,74,1053
201911,130,83,376,133,572,69,277,676,74,1047
201912,130,83,374,130,567,68,275,672,74,1038
202001,130,83,372,128,566,67,274,666,74,1032
